terrainContextId,tractId,tractNumber,recordDate,pixelCount,sampledAreaSqM,minElevationM,medianElevationM,meanElevationM,maxElevationM,reliefM,meanSlopeDeg,medianSlopeDeg,p90SlopeDeg,steepSlopeGe20DegPct,dominantAspectSector,flatLt2DegPct,northFacingPct,eastFacingPct,southFacingPct,westFacingPct,demNominalYear,analysisCrs,horizontalPixelSizeM,sourceIds,statementClass,confidence,limitations
LH-TERRAIN-TRACT-16394-2018,LH-TRACT-16394,16394,2004-07-06,1462,36518.2,107.7,118.6,116.7,121.7,14.0,3.55,2.42,7.99,0.75,flat,42.89,16.07,4.99,25.51,40.01,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16395-2018,LH-TRACT-16395,16395,2004-10-28,2838,70888.3,104.1,131.5,128.4,150.4,46.3,6.37,3.65,18.68,8.46,flat,36.50,25.79,5.07,18.64,45.00,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16400-2018,LH-TRACT-16400,16400,2004-07-06,1041,26002.4,103.6,108.8,108.5,110.9,7.3,3.37,2.10,7.27,0.58,flat,48.32,19.69,6.05,13.35,36.12,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16414-2018,LH-TRACT-16414,16414,2003-02-06,871,21756.1,179.2,182.2,182.4,185.4,6.3,3.02,1.99,6.67,0.23,flat,50.06,9.64,11.02,29.16,22.04,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16471-2018,LH-TRACT-16471,16471,2004-10-28,3718,92869.2,73.9,94.1,94.8,121.0,47.1,8.69,5.77,20.36,10.62,flat,19.80,26.39,34.27,27.17,28.73,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16472-2018,LH-TRACT-16472,16472,2004-10-26,3160,78931.3,87.1,95.8,96.9,116.0,28.8,7.67,3.82,23.55,16.65,W,24.78,26.33,1.84,23.77,61.04,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16473-2018,LH-TRACT-16473,16473,2004-10-26,3761,93943.2,81.9,88.5,91.5,117.5,35.6,7.07,3.25,22.24,12.71,flat,35.92,25.55,7.92,19.01,42.28,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16504-2018,LH-TRACT-16504,16504,2004-04-30,1774,44311.4,109.2,124.2,123.7,133.6,24.4,4.85,3.42,10.77,3.78,flat,28.69,43.57,22.10,8.23,32.02,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16505-2018,LH-TRACT-16505,16505,2004-04-30,1501,37492.4,127.6,131.5,132.2,137.0,9.4,3.01,1.78,6.39,1.00,flat,55.50,14.52,7.20,14.99,29.58,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16515-2018,LH-TRACT-16515,16515,2003-10-27,2137,53378.5,131.4,138.1,138.8,147.9,16.5,4.91,2.23,14.56,6.13,flat,45.91,13.20,7.53,20.03,37.90,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16586-2018,LH-TRACT-16586,16586,2004-06-10,16358,408594.4,121.2,170.3,167.6,187.6,66.4,10.27,6.00,24.91,21.75,flat,27.78,31.23,24.64,20.54,32.78,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16667-2018,LH-TRACT-16667,16667,2004-10-29,1139,28450.2,128.6,141.8,140.9,152.5,23.9,5.80,4.25,13.51,3.60,flat,28.71,50.66,24.76,4.48,23.00,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16687-2018,LH-TRACT-16687,16687,2005-04-14,3339,83402.4,151.1,168.1,169.0,187.4,36.3,10.59,5.34,25.84,28.99,NW,29.65,40.76,8.15,13.57,55.20,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
