confidence,currentCenterlineSegmentCount,currentRoadId,currentVillageDirectoryAssociations,limitations,roadName,sourceIds,streetNameNormalized,validAt
high,1,LH-CURRENT-ROAD-0001,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ABELIA ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ABELIA ST,2026-07-27
high,7,LH-CURRENT-ROAD-0213,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MELODY LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MELODY LN,2026-07-27
high,1,LH-CURRENT-ROAD-0214,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MENLO ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MENLO ST,2026-07-27
high,12,LH-CURRENT-ROAD-0215,Township,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MERCANTILE WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MERCANTILE WAY,2026-07-27
high,4,LH-CURRENT-ROAD-0216,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MERRILL HILL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MERRILL HILL,2026-07-27
high,3,LH-CURRENT-ROAD-0217,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MERRIWEATHER PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MERRIWEATHER PL,2026-07-27
high,20,LH-CURRENT-ROAD-0218,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MICHAEL RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MICHAEL RD,2026-07-27
high,1,LH-CURRENT-ROAD-0219,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MILL RIDGE FARM,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MILL RIDGE FARM,2026-07-27
high,10,LH-CURRENT-ROAD-0220,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MISSION RIDGE RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MISSION RIDGE RD,2026-07-27
high,5,LH-CURRENT-ROAD-0221,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MOCHA LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MOCHA LN,2026-07-27
high,2,LH-CURRENT-ROAD-0222,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MOONLIGHT ISLE,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MOONLIGHT ISLE,2026-07-27
high,7,LH-CURRENT-ROAD-0223,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,NASHWATUC WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,NASHWATUC WAY,2026-07-27
high,7,LH-CURRENT-ROAD-0224,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,NATURAL CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,NATURAL CT,2026-07-27
high,2,LH-CURRENT-ROAD-0225,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,NEWBURY WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,NEWBURY WAY,2026-07-27
high,4,LH-CURRENT-ROAD-0226,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,NEWKIRK RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,NEWKIRK RD,2026-07-27
high,3,LH-CURRENT-ROAD-0227,Township,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,NORFOLK ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,NORFOLK ST,2026-07-27
high,7,LH-CURRENT-ROAD-0228,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,NOTCHBROOK LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,NOTCHBROOK LN,2026-07-27
high,2,LH-CURRENT-ROAD-0229,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,OATFIELD FARM,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,OATFIELD FARM,2026-07-27
high,13,LH-CURRENT-ROAD-0230,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,OBERON RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,OBERON RD,2026-07-27
high,7,LH-CURRENT-ROAD-0231,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,OLD COACH RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,OLD COACH RD,2026-07-27
high,4,LH-CURRENT-ROAD-0232,Township,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,OLD SPIRE DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,OLD SPIRE DR,2026-07-27
high,3,LH-CURRENT-ROAD-0233,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,OLIVE ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,OLIVE ST,2026-07-27
high,23,LH-CURRENT-ROAD-0234,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ORANGE BLOSSOM CIR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ORANGE BLOSSOM CIR,2026-07-27
high,3,LH-CURRENT-ROAD-0235,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,OVERLOOK DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,OVERLOOK DR,2026-07-27
high,2,LH-CURRENT-ROAD-0236,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PADDOCK PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PADDOCK PL,2026-07-27
high,5,LH-CURRENT-ROAD-0237,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PADRE PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PADRE PL,2026-07-27
high,9,LH-CURRENT-ROAD-0238,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PALLADIUM LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PALLADIUM LN,2026-07-27
high,2,LH-CURRENT-ROAD-0239,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PANIOLO RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PANIOLO RD,2026-07-27
high,2,LH-CURRENT-ROAD-0240,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PAPETTE CIR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PAPETTE CIR,2026-07-27
high,4,LH-CURRENT-ROAD-0241,Village 4,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PARLIAMENT PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PARLIAMENT PL,2026-07-27
high,1,LH-CURRENT-ROAD-0242,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PARTRIDGE WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PARTRIDGE WAY,2026-07-27
high,2,LH-CURRENT-ROAD-0243,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PATINA LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PATINA LN,2026-07-27
high,13,LH-CURRENT-ROAD-0244,Township,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PAVERSTONE LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PAVERSTONE LN,2026-07-27
high,8,LH-CURRENT-ROAD-0245,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PICKERING CIR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PICKERING CIR,2026-07-27
high,2,LH-CURRENT-ROAD-0246,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PINE HILL LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PINE HILL LN,2026-07-27
high,3,LH-CURRENT-ROAD-0247,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PINK TRUMPET ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PINK TRUMPET ST,2026-07-27
high,6,LH-CURRENT-ROAD-0248,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PISANO ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PISANO ST,2026-07-27
high,8,LH-CURRENT-ROAD-0249,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PISTORIA LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PISTORIA LN,2026-07-27
high,25,LH-CURRENT-ROAD-0250,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PLATINUM CIR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PLATINUM CIR,2026-07-27
high,13,LH-CURRENT-ROAD-0251,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PLEASANTON LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PLEASANTON LN,2026-07-27
high,3,LH-CURRENT-ROAD-0252,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PLUM ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PLUM ST,2026-07-27
high,2,LH-CURRENT-ROAD-0253,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,POINTE CIR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,POINTE CIR,2026-07-27
high,4,LH-CURRENT-ROAD-0254,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,POMEGRANATE ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,POMEGRANATE ST,2026-07-27
high,12,LH-CURRENT-ROAD-0255,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,PORTALON CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,PORTALON CT,2026-07-27
high,2,LH-CURRENT-ROAD-0256,Township,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,POST ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,POST ST,2026-07-27
high,6,LH-CURRENT-ROAD-0257,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,POTTERS BEND,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,POTTERS BEND,2026-07-27
high,17,LH-CURRENT-ROAD-0258,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,QUARTZ LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,QUARTZ LN,2026-07-27
high,6,LH-CURRENT-ROAD-0259,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,QUEENSBERRY DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,QUEENSBERRY DR,2026-07-27
high,8,LH-CURRENT-ROAD-0260,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,RANUNCULUS ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,RANUNCULUS ST,2026-07-27
high,6,LH-CURRENT-ROAD-0261,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,RED LEAF LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,RED LEAF LN,2026-07-27
high,3,LH-CURRENT-ROAD-0262,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,RED RAIL LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,RED RAIL LN,2026-07-27
high,10,LH-CURRENT-ROAD-0263,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,REESE CREEK,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,REESE CREEK,2026-07-27
high,13,LH-CURRENT-ROAD-0264,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,RESTON WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,RESTON WAY,2026-07-27
high,4,LH-CURRENT-ROAD-0265,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,RICKIE LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,RICKIE LN,2026-07-27
high,7,LH-CURRENT-ROAD-0266,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,RINEHART RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,RINEHART RD,2026-07-27
high,9,LH-CURRENT-ROAD-0267,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ROSHELLE LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ROSHELLE LN,2026-07-27
high,3,LH-CURRENT-ROAD-0268,Township,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ROYCROFT CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ROYCROFT CT,2026-07-27
high,5,LH-CURRENT-ROAD-0269,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SACHEM WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SACHEM WAY,2026-07-27
high,6,LH-CURRENT-ROAD-0270,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SALVATORE,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SALVATORE,2026-07-27
high,6,LH-CURRENT-ROAD-0271,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SAM ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SAM ST,2026-07-27
high,5,LH-CURRENT-ROAD-0272,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SAN JOSE ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SAN JOSE ST,2026-07-27
high,3,LH-CURRENT-ROAD-0273,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SAN JUAN BAUTISTA ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SAN JUAN BAUTISTA ST,2026-07-27
high,4,LH-CURRENT-ROAD-0274,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SAN LUIS OBISPO ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SAN LUIS OBISPO ST,2026-07-27
high,7,LH-CURRENT-ROAD-0275,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SANDALO CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SANDALO CT,2026-07-27
high,3,LH-CURRENT-ROAD-0276,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SAUVIGNON DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SAUVIGNON DR,2026-07-27
high,12,LH-CURRENT-ROAD-0277,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SAVANNAH LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SAVANNAH LN,2026-07-27
high,2,LH-CURRENT-ROAD-0278,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SAYBROOKE LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SAYBROOKE LN,2026-07-27
high,7,LH-CURRENT-ROAD-0279,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SCARLET MAPLE DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SCARLET MAPLE DR,2026-07-27
high,3,LH-CURRENT-ROAD-0280,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SCOTCH PINE DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SCOTCH PINE DR,2026-07-27
high,3,LH-CURRENT-ROAD-0281,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SEA GRAPE RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SEA GRAPE RD,2026-07-27
high,7,LH-CURRENT-ROAD-0282,Township,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SECOND ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SECOND ST,2026-07-27
high,3,LH-CURRENT-ROAD-0283,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SHELTON CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SHELTON CT,2026-07-27
high,13,LH-CURRENT-ROAD-0284,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SHERIDAN LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SHERIDAN LN,2026-07-27
high,12,LH-CURRENT-ROAD-0285,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SHIVELY RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SHIVELY RD,2026-07-27
high,61,LH-CURRENT-ROAD-0286,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SIENNA PKWY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SIENNA PKWY,2026-07-27
high,14,LH-CURRENT-ROAD-0287,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SKLAR ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SKLAR ST,2026-07-27
high,27,LH-CURRENT-ROAD-0288,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SKY RANCH RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SKY RANCH RD,2026-07-27
high,14,LH-CURRENT-ROAD-0289,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SKYWOOD ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SKYWOOD ST,2026-07-27
high,8,LH-CURRENT-ROAD-0290,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SLEEPY HOLLOW LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SLEEPY HOLLOW LN,2026-07-27
high,8,LH-CURRENT-ROAD-0291,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SMOKE TREE DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SMOKE TREE DR,2026-07-27
high,9,LH-CURRENT-ROAD-0292,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SNAPDRAGON ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SNAPDRAGON ST,2026-07-27
high,17,LH-CURRENT-ROAD-0293,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SNOW BUSH ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SNOW BUSH ST,2026-07-27
high,2,LH-CURRENT-ROAD-0294,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SOMMERVILLE PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SOMMERVILLE PL,2026-07-27
high,4,LH-CURRENT-ROAD-0295,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ST BRIDE WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ST BRIDE WAY,2026-07-27
high,4,LH-CURRENT-ROAD-0296,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ST GILES CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ST GILES CT,2026-07-27
high,5,LH-CURRENT-ROAD-0297,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ST IVES WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ST IVES WAY,2026-07-27
high,6,LH-CURRENT-ROAD-0298,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ST STEVEN CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ST STEVEN CT,2026-07-27
high,3,LH-CURRENT-ROAD-0299,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,STARLIGHT ISLE,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,STARLIGHT ISLE,2026-07-27
high,6,LH-CURRENT-ROAD-0300,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,STAVELEY CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,STAVELEY CT,2026-07-27
high,5,LH-CURRENT-ROAD-0301,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,STEETON LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,STEETON LN,2026-07-27
high,3,LH-CURRENT-ROAD-0302,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,STELLAR ISLE,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,STELLAR ISLE,2026-07-27
high,11,LH-CURRENT-ROAD-0303,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,STERLING GLEN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,STERLING GLEN,2026-07-27
high,3,LH-CURRENT-ROAD-0304,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,STOCKMEN RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,STOCKMEN RD,2026-07-27
high,16,LH-CURRENT-ROAD-0305,Township,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,STONE TURRET CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,STONE TURRET CT,2026-07-27
high,9,LH-CURRENT-ROAD-0306,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,STRATHMORE,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,STRATHMORE,2026-07-27
high,13,LH-CURRENT-ROAD-0307,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,STRAWFLOWER ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,STRAWFLOWER ST,2026-07-27
high,2,LH-CURRENT-ROAD-0308,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SUGARCANE LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SUGARCANE LN,2026-07-27
high,1,LH-CURRENT-ROAD-0309,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SURREY FARM WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SURREY FARM WAY,2026-07-27
high,2,LH-CURRENT-ROAD-0310,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,SWEET PEA ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,SWEET PEA ST,2026-07-27
high,5,LH-CURRENT-ROAD-0311,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TAFFETA LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TAFFETA LN,2026-07-27
high,1,LH-CURRENT-ROAD-0312,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TAMARACK LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TAMARACK LN,2026-07-27
high,5,LH-CURRENT-ROAD-0313,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TANGO LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TANGO LN,2026-07-27
high,6,LH-CURRENT-ROAD-0314,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TARLETON LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TARLETON LN,2026-07-27
high,10,LH-CURRENT-ROAD-0315,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TERRASTAR LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TERRASTAR LN,2026-07-27
high,3,LH-CURRENT-ROAD-0316,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TETHER MOON LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TETHER MOON LN,2026-07-27
high,18,LH-CURRENT-ROAD-0317,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,THALIA ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,THALIA ST,2026-07-27
high,6,LH-CURRENT-ROAD-0318,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,THOMAS RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,THOMAS RD,2026-07-27
