tractId,tractNumber,sourceFile,sheetCount,titledAreaAcres,numberedLots,letteredLots,rawParentTractCandidates,normalizedParentTractIds,parentLotContext,ocrCorrections,titleSheetParties,partyInterpretation,recordDate,sourceIds,method,statementClass,confidence,reviewStatus,constructionConclusion,occupancyConclusion,limitations
LH-TRACT-16355,16355,evidence/lhdrs/tract_maps/TR_16355_MM_852_1-6.pdf,,9.196,,,16271,LH-TRACT-16271,"LOT 9, AS SHOWN ON TRACT NO. 16271",,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-12-18,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16356,16356,evidence/lhdrs/tract_maps/TR_16356_MM_848_44-46.pdf,,,9,,16271,LH-TRACT-16271,LOT 8 OF TRACT NO. 16271,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-08-28,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16384,16384,evidence/lhdrs/tract_maps/TR_16384_MM_853_39-42.pdf,4,5.675,20,,,,,,Standard Pacific Corp.,title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-02-13,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16385,16385,evidence/lhdrs/tract_maps/TR_16385_MM_853_34-38.pdf,,5.578,,,15987,LH-TRACT-15987,"LOTS 6, AH, AD, AK, AND AL AS SHOWN ON TRACT NO. 15987",,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.;Standard Pacific Corp.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-02-13,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16386,16386,evidence/lhdrs/tract_maps/TR_16386_MM_852_45-49.pdf,5,6.309,21,,,,,,Standard Pacific Corp.,title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-02-13,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16387,16387,evidence/lhdrs/tract_maps/TR_16387_MM_853_47-50.pdf,,,,,16987,LH-TRACT-15987,"LOTS 8, AU, AV AND AW OF TRACT NO. 16987",16987->15987,"Rancho Mission Viejo, L.L.C.;Shea Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-02-04,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,visual_interpretation,medium,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16388,16388,evidence/lhdrs/tract_maps/TR_16388_MM_854_1-5.pdf,,7.090,3,,15987,LH-TRACT-15987,LOT 9 OF TRACT NO. 15987,,"DMB Ladera, L.L.C.;Shea Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-01-30,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16389,16389,evidence/lhdrs/tract_maps/TR_16389_MM_839_24-26.pdf,3,5.569,16,,15987,LH-TRACT-15987,LOT 10 OF TRACT NO. 15987,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-02-06,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16390,16390,evidence/lhdrs/tract_maps/TR_16390_MM_856_30-34.pdf,,,,,15986;15987,LH-TRACT-15986;LH-TRACT-15987,LOT 13 OF TRACT NO. 15986 | LOTS 11 AND CB OF TRACT NO. 15987,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-04-23,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16391,16391,evidence/lhdrs/tract_maps/TR_16391_MM_861_29-35.pdf,,,46,,,,,,"Rancho Mission Viejo, L.L.C.;Warmington Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-10-29,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16392,16392,evidence/lhdrs/tract_maps/TR_16392_MM_859_22-27.pdf,6,10.004,40,6,15986,LH-TRACT-15986,LOT 1 OF TRACT NO. 15986,,,title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-07-06,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16393,16393,evidence/lhdrs/tract_maps/TR_16393_MM_859_17-21.pdf,5,3.506,13,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-07-19,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16394,16394,evidence/lhdrs/tract_maps/TR_16394_MM_859_33-37.pdf,5,,28,,1598,LH-TRACT-15986,"LOTS 9, 10, J AND N OF TRACT NO. 1598",1598->15986,"DMB Ladera, L.L.C.;William Lyon Homes, Inc.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-07-06,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,visual_interpretation,medium,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16395,16395,evidence/lhdrs/tract_maps/TR_16395_MM_861_36-41.pdf,,17.490,37,,15988,LH-TRACT-15986,"LOTS 4, 5, AF AND AR OF TRACT NO. 15988",parent_number_visually_verified_from_title_sheet,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-10-28,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,visual_interpretation,medium,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16400,16400,evidence/lhdrs/tract_maps/TR_16400_MM_859_28-32.pdf,5,,24,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.;William Lyon Homes, Inc.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-07-06,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16414,16414,evidence/lhdrs/tract_maps/TR_16414_MM_838_47-50.pdf,4,5.384,16,,15987,LH-TRACT-15987,LOT 10 OF TRACT NO. 15987,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-02-06,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16471,16471,evidence/lhdrs/tract_maps/TR_16471_MM_861_42-49.pdf,8,23.023,2,19,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-10-28,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16472,16472,evidence/lhdrs/tract_maps/TR_16472_MM_862_1-10.pdf,10,19.486,68,,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-10-26,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16473,16473,evidence/lhdrs/tract_maps/TR_16473_MM_862_11-20.pdf,10,23.224,62,18,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-10-26,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16504,16504,evidence/lhdrs/tract_maps/TR_16504_MM_856_37-41.pdf,5,10.897,,,15986,LH-TRACT-15986,"LOTS 7,8,AI AND AL OF TRACT NO. 15986",,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-04-30,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16505,16505,evidence/lhdrs/tract_maps/TR_16505_MM_856_42-46.pdf,5,9.293,34,34,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.;Warmington Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-04-30,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16515,16515,evidence/lhdrs/tract_maps/TR_16515_MM_850_21-25.pdf,5,13.199,10,,15987,LH-TRACT-15987,"LOT LINE ADJUSTMENT NO. LL 2003-019 STATE OF CALIFORNIA DATE: OCTOBOB 22. 2003 COMMERCE TRE OGETHER WITH LOTS Y, Z AND AA OF TRACT NO. 15987",,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-10-27,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16586,16586,evidence/lhdrs/tract_maps/TR_16586_MM_858_29-44.pdf,16,101.015,127,34,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-06-10,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16667,16667,evidence/lhdrs/tract_maps/TR_16667_MM_861_25-28.pdf,4,7.047,,,18385;15986,LH-TRACT-15986,"LOTS A THROUGH C, INCLUSIVE TENTATIVE TRACT NO. 18385 | LOT 6 OF TRACT NO. 15986",18385->unresolved,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.;Warmington Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-10-29,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,visual_interpretation,medium,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16687,16687,evidence/lhdrs/tract_maps/TR_16687_MM_865_34-39.pdf,6,,36,,16988,LH-TRACT-15988,"LOT I BEING A SUBDIVISION OF LOTS 54, 56, I, J, K, L AND M OF TRACT NO. 16988",16988->15988;parent_number_visually_verified_from_title_sheet,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2005-04-14,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,visual_interpretation,medium,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
